iShares Russell 2000 ETF
Fund Holdings as of,"Apr 10, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"280,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CNR","CORE NATURAL RESOURCES INC","Energy","Equity","109,780,996.80","0.15","109,780,996.80","1,203,739.00","91.20","United States","NYSE","USD","1.00","USD","-"
"CSW","CSW INDUSTRIALS INC","Industrials","Equity","109,742,478.26","0.15","109,742,478.26","377,719.00","290.54","United States","NYSE","USD","1.00","USD","-"
"RDN","RADIAN GROUP INC","Financials","Equity","109,638,545.40","0.15","109,638,545.40","3,208,620.00","34.17","United States","NYSE","USD","1.00","USD","-"
"OPCH","OPTION CARE HEALTH INC","Health Care","Equity","109,306,365.00","0.15","109,306,365.00","3,769,185.00","29.00","United States","NASDAQ","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS INC SERIES","Industrials","Equity","109,238,921.73","0.15","109,238,921.73","3,679,317.00","29.69","United States","NYSE","USD","1.00","USD","-"
"MIR","MIRION TECHNOLOGIES INC CLASS A","Information Technology","Equity","109,167,941.52","0.15","109,167,941.52","5,665,176.00","19.27","United States","NYSE","USD","1.00","USD","-"
"OSIS","OSI SYSTEMS INC","Information Technology","Equity","109,152,815.60","0.15","109,152,815.60","372,040.00","293.39","United States","NASDAQ","USD","1.00","USD","-"
"HCC","WARRIOR MET COAL INC","Materials","Equity","108,787,652.10","0.15","108,787,652.10","1,231,326.00","88.35","United States","NYSE","USD","1.00","USD","-"
"BMI","BADGER METER INC","Information Technology","Equity","108,698,720.89","0.15","108,698,720.89","700,243.00","155.23","United States","NYSE","USD","1.00","USD","-"
"COMP","COMPASS INC CLASS A","Real Estate","Equity","108,476,199.30","0.15","108,476,199.30","15,192,745.00","7.14","United States","NYSE","USD","1.00","USD","-"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Communication","Equity","107,924,779.20","0.15","107,924,779.20","2,354,380.00","45.84","United States","NYSE","USD","1.00","USD","-"
"ACLX","ARCELLX INC","Health Care","Equity","107,588,935.03","0.15","107,588,935.03","936,941.00","114.83","United States","NASDAQ","USD","1.00","USD","-"
"EBC","EASTERN BANKSHARES INC","Financials","Equity","107,167,454.63","0.15","107,167,454.63","5,144,861.00","20.83","United States","NASDAQ","USD","1.00","USD","-"
"NOVT","NOVANTA INC","Information Technology","Equity","106,724,637.67","0.15","106,724,637.67","852,229.00","125.23","United States","NASDAQ","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES INC","Financials","Equity","106,056,479.08","0.14","106,056,479.08","1,052,252.00","100.79","United States","NASDAQ","USD","1.00","USD","-"
"MTH","MERITAGE CORP","Consumer Discretionary","Equity","105,909,733.05","0.14","105,909,733.05","1,591,431.00","66.55","United States","NYSE","USD","1.00","USD","-"
"URBN","URBAN OUTFITTERS INC","Consumer Discretionary","Equity","105,690,853.80","0.14","105,690,853.80","1,540,683.00","68.60","United States","NASDAQ","USD","1.00","USD","-"
"ANF","ABERCROMBIE AND FITCH CLASS A","Consumer Discretionary","Equity","105,557,022.77","0.14","105,557,022.77","1,072,843.00","98.39","United States","NYSE","USD","1.00","USD","-"
"RYTM","RHYTHM PHARMACEUTICALS INC","Health Care","Equity","105,395,683.68","0.14","105,395,683.68","1,248,912.00","84.39","United States","NASDAQ","USD","1.00","USD","-"
"SKY","CHAMPION HOMES INC","Consumer Discretionary","Equity","104,383,016.00","0.14","104,383,016.00","1,319,300.00","79.12","United States","NYSE","USD","1.00","USD","-"
"BCO","BRINKS","Industrials","Equity","103,914,407.68","0.14","103,914,407.68","984,784.00","105.52","United States","NYSE","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP INC","Utilities","Equity","103,401,495.83","0.14","103,401,495.83","1,464,403.00","70.61","United States","NASDAQ","USD","1.00","USD","-"
"LBRT","LIBERTY ENERGY INC CLASS A","Energy","Equity","103,225,293.18","0.14","103,225,293.18","3,735,986.00","27.63","United States","NYSE","USD","1.00","USD","-"
"SRRK","SCHOLAR ROCK HOLDING CORP","Health Care","Equity","102,845,407.80","0.14","102,845,407.80","2,058,555.00","49.96","United States","NASDAQ","USD","1.00","USD","-"
"RUSHA","RUSH ENTERPRISES INC CLASS A","Industrials","Equity","102,657,994.85","0.14","102,657,994.85","1,442,839.00","71.15","United States","NASDAQ","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","102,234,021.20","0.14","102,234,021.20","1,284,347.00","79.60","United States","NASDAQ","USD","1.00","USD","-"
"OUT","OUTFRONT MEDIA INC","Real Estate","Equity","102,162,871.68","0.14","102,162,871.68","3,507,136.00","29.13","United States","NYSE","USD","1.00","USD","-"
"UUUU","ENERGY FUELS INC","Energy","Equity","102,047,338.40","0.14","102,047,338.40","5,546,051.00","18.40","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"FOLD","AMICUS THERAPEUTICS INC","Health Care","Equity","101,694,403.68","0.14","101,694,403.68","7,032,808.00","14.46","United States","NASDAQ","USD","1.00","USD","-"
"ITRI","ITRON INC","Information Technology","Equity","101,225,427.86","0.14","101,225,427.86","1,074,694.00","94.19","United States","NASDAQ","USD","1.00","USD","-"
"VICR","VICOR CORP","Industrials","Equity","100,839,314.46","0.14","100,839,314.46","543,286.00","185.61","United States","NASDAQ","USD","1.00","USD","-"
"FLG","FLAGSTAR BANK NATIONAL ASSOCIATION","Financials","Equity","100,696,073.40","0.14","100,696,073.40","7,172,085.00","14.04","United States","NYSE","USD","1.00","USD","-"
"FULT","FULTON FINANCIAL CORP","Financials","Equity","100,550,357.04","0.14","100,550,357.04","4,668,076.00","21.54","United States","NASDAQ","USD","1.00","USD","-"
"TDW","TIDEWATER INC","Energy","Equity","100,171,581.30","0.14","100,171,581.30","1,163,433.00","86.10","United States","NYSE","USD","1.00","USD","-"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","99,984,338.19","0.14","99,984,338.19","2,941,581.00","33.99","United States","NYSE","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS INC","Consumer Discretionary","Equity","99,803,105.35","0.14","99,803,105.35","3,570,773.00","27.95","United States","NYSE","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION INC","Consumer Discretionary","Equity","99,041,855.16","0.14","99,041,855.16","3,009,476.00","32.91","United States","NASDAQ","USD","1.00","USD","-"
"ACIW","ACI WORLDWIDE INC","Information Technology","Equity","98,849,015.60","0.13","98,849,015.60","2,478,040.00","39.89","United States","NASDAQ","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Financials","Equity","98,742,300.80","0.13","98,742,300.80","3,168,880.00","31.16","United States","NASDAQ","USD","1.00","USD","-"
"SKT","TANGER INC","Real Estate","Equity","98,325,218.62","0.13","98,325,218.62","2,696,797.00","36.46","United States","NYSE","USD","1.00","USD","-"
"VISN","VISTANCE NETWORKS INC","Information Technology","Equity","97,988,169.16","0.13","97,988,169.16","5,165,428.00","18.97","United States","NASDAQ","USD","1.00","USD","-"
"DAN","DANA INCORPORATED INC","Consumer Discretionary","Equity","97,724,102.60","0.13","97,724,102.60","2,680,310.00","36.46","United States","NYSE","USD","1.00","USD","-"
"FTDR","FRONTDOOR INC","Consumer Discretionary","Equity","97,400,871.60","0.13","97,400,871.60","1,716,920.00","56.73","United States","NASDAQ","USD","1.00","USD","-"
"CELC","CELCUITY INC","Health Care","Equity","96,956,192.30","0.13","96,956,192.30","827,695.00","117.14","United States","NASDAQ","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP INC","Financials","Equity","96,755,119.50","0.13","96,755,119.50","2,290,062.00","42.25","United States","NYSE","USD","1.00","USD","-"
"NHI","NATIONAL HEALTH INVESTORS REIT INC","Real Estate","Equity","96,533,732.40","0.13","96,533,732.40","1,116,255.00","86.48","United States","NYSE","USD","1.00","USD","-"
"CSTM","CONSTELLIUM SE CLASS A","Materials","Equity","96,379,854.48","0.13","96,379,854.48","3,251,682.00","29.64","United States","NYSE","USD","1.00","USD","-"
"AZZ","AZZ INC","Industrials","Equity","96,370,624.59","0.13","96,370,624.59","702,461.00","137.19","United States","NYSE","USD","1.00","USD","-"
"YOU","CLEAR SECURE INC CLASS A","Information Technology","Equity","96,199,950.51","0.13","96,199,950.51","2,083,603.00","46.17","United States","NYSE","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","96,200,705.76","0.13","96,200,705.76","1,208,248.00","79.62","United States","NASDAQ","USD","1.00","USD","-"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","Equity","95,385,435.45","0.13","95,385,435.45","1,220,543.00","78.15","United States","NYSE","USD","1.00","USD","-"
"PSMT","PRICESMART INC","Consumer Staples","Equity","95,161,593.27","0.13","95,161,593.27","606,009.00","157.03","United States","NASDAQ","USD","1.00","USD","-"
"CVCO","CAVCO INDUSTRIES INC","Consumer Discretionary","Equity","94,983,004.90","0.13","94,983,004.90","183,613.00","517.30","United States","NASDAQ","USD","1.00","USD","-"
"MIRM","MIRUM PHARMACEUTICALS INC","Health Care","Equity","94,625,563.20","0.13","94,625,563.20","993,966.00","95.20","United States","NASDAQ","USD","1.00","USD","-"
"CGON","CG ONCOLOGY INC","Health Care","Equity","94,451,722.70","0.13","94,451,722.70","1,395,151.00","67.70","United States","NASDAQ","USD","1.00","USD","-"
"ALHC","ALIGNMENT HEALTHCARE INC","Health Care","Equity","94,280,545.50","0.13","94,280,545.50","4,599,051.00","20.50","United States","NASDAQ","USD","1.00","USD","-"
"HIMS","HIMS HERS HEALTH INC CLASS A","Health Care","Equity","94,157,838.29","0.13","94,157,838.29","4,846,003.00","19.43","United States","NYSE","USD","1.00","USD","-"
"GPI","GROUP AUTOMOTIVE INC","Consumer Discretionary","Equity","94,137,161.58","0.13","94,137,161.58","278,397.00","338.14","United States","NYSE","USD","1.00","USD","-"
"MMSI","MERIT MEDICAL SYSTEMS INC","Health Care","Equity","94,125,010.94","0.13","94,125,010.94","1,378,919.00","68.26","United States","NASDAQ","USD","1.00","USD","-"
"ABG","ASBURY AUTOMOTIVE GROUP INC","Consumer Discretionary","Equity","94,062,768.00","0.13","94,062,768.00","461,092.00","204.00","United States","NYSE","USD","1.00","USD","-"
"BGC","BGC GROUP INC CLASS A","Financials","Equity","94,059,125.16","0.13","94,059,125.16","8,613,473.00","10.92","United States","NASDAQ","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","93,877,540.56","0.13","93,877,540.56","458,118.00","204.92","United States","NASDAQ","USD","1.00","USD","-"
"TPH","TRI POINTE HOMES INC","Consumer Discretionary","Equity","93,704,237.04","0.13","93,704,237.04","2,001,372.00","46.82","United States","NYSE","USD","1.00","USD","-"
"KTB","KONTOOR BRANDS INC","Consumer Discretionary","Equity","93,621,931.92","0.13","93,621,931.92","1,301,751.00","71.92","United States","NYSE","USD","1.00","USD","-"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Information Technology","Equity","93,469,122.96","0.13","93,469,122.96","1,206,676.00","77.46","United States","NASDAQ","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","93,112,750.08","0.13","93,112,750.08","1,299,006.00","71.68","United States","NASDAQ","USD","1.00","USD","-"
"CVLT","COMMVAULT SYSTEMS INC","Information Technology","Equity","92,913,229.52","0.13","92,913,229.52","1,045,496.00","88.87","United States","NASDAQ","USD","1.00","USD","-"
"SXT","SENSIENT TECHNOLOGIES CORP","Materials","Equity","92,915,641.32","0.13","92,915,641.32","997,377.00","93.16","United States","NYSE","USD","1.00","USD","-"
"MC","MOELIS CLASS A","Financials","Equity","92,729,129.28","0.13","92,729,129.28","1,470,957.00","63.04","United States","NYSE","USD","1.00","USD","-"
"CBT","CABOT CORP","Materials","Equity","92,626,552.20","0.13","92,626,552.20","1,241,310.00","74.62","United States","NYSE","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","92,313,802.48","0.13","92,313,802.48","92,313,802.00","1.00","United States","-","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC INC","Industrials","Equity","92,142,398.88","0.13","92,142,398.88","914,928.00","100.71","United States","NASDAQ","USD","1.00","USD","-"
"CRNX","CRINETICS PHARMACEUTICALS INC","Health Care","Equity","91,039,628.08","0.12","91,039,628.08","2,308,307.00","39.44","United States","NASDAQ","USD","1.00","USD","-"
"SKYW","SKYWEST INC","Industrials","Equity","90,609,841.46","0.12","90,609,841.46","960,766.00","94.31","United States","NASDAQ","USD","1.00","USD","-"
"SHAK","SHAKE SHACK INC CLASS A","Consumer Discretionary","Equity","90,600,205.53","0.12","90,600,205.53","918,773.00","98.61","United States","NYSE","USD","1.00","USD","-"
"PATK","PATRICK INDUSTRIES INC","Consumer Discretionary","Equity","90,580,694.40","0.12","90,580,694.40","770,244.00","117.60","United States","NASDAQ","USD","1.00","USD","-"
"INDV","INDIVIOR PHARMACEUTICALS INC","Health Care","Equity","90,511,000.98","0.12","90,511,000.98","2,963,687.00","30.54","United States","NASDAQ","USD","1.00","USD","-"
"CVSA","COVISTA INC","Consumer Discretionary","Equity","90,491,122.72","0.12","90,491,122.72","807,668.00","112.04","United States","NYSE","USD","1.00","USD","-"
"TMDX","TRANSMEDICS GROUP INC","Health Care","Equity","90,443,610.00","0.12","90,443,610.00","793,365.00","114.00","United States","NASDAQ","USD","1.00","USD","-"
"KAI","KADANT INC","Industrials","Equity","90,433,096.90","0.12","90,433,096.90","278,230.00","325.03","United States","NYSE","USD","1.00","USD","-"
"DIOD","DIODES INC","Information Technology","Equity","90,372,766.77","0.12","90,372,766.77","1,087,911.00","83.07","United States","NASDAQ","USD","1.00","USD","-"
"BNL","BROADSTONE NET LEASE INC","Real Estate","Equity","89,938,222.32","0.12","89,938,222.32","4,514,971.00","19.92","United States","NYSE","USD","1.00","USD","-"
"CENX","CENTURY ALUMINUM","Materials","Equity","89,926,677.36","0.12","89,926,677.36","1,342,991.00","66.96","United States","NASDAQ","USD","1.00","USD","-"
"RDNT","RADNET INC","Health Care","Equity","89,463,687.42","0.12","89,463,687.42","1,613,994.00","55.43","United States","NASDAQ","USD","1.00","USD","-"
"LRN","STRIDE INC","Consumer Discretionary","Equity","89,256,660.72","0.12","89,256,660.72","989,432.00","90.21","United States","NYSE","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","88,734,394.80","0.12","88,734,394.80","2,252,142.00","39.40","United States","NYSE","USD","1.00","USD","-"
"WSFS","WSFS FINANCIAL CORP","Financials","Equity","88,691,701.76","0.12","88,691,701.76","1,280,192.00","69.28","United States","NASDAQ","USD","1.00","USD","-"
"UNF","UNIFIRST CORP","Industrials","Equity","88,634,184.60","0.12","88,634,184.60","345,930.00","256.22","United States","NYSE","USD","1.00","USD","-"
"ASO","ACADEMY SPORTS AND OUTDOORS INC","Consumer Discretionary","Equity","88,585,285.89","0.12","88,585,285.89","1,571,497.00","56.37","United States","NASDAQ","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY INC","Real Estate","Equity","88,415,034.40","0.12","88,415,034.40","5,741,236.00","15.40","United States","NYSE","USD","1.00","USD","-"
"APGE","APOGEE THERAPEUTICS INC","Health Care","Equity","87,951,661.11","0.12","87,951,661.11","1,019,493.00","86.27","United States","NASDAQ","USD","1.00","USD","-"
"WHD","CACTUS INC CLASS A","Energy","Equity","87,935,378.96","0.12","87,935,378.96","1,618,244.00","54.34","United States","NYSE","USD","1.00","USD","-"
"TPC","TUTOR PERINI CORP","Industrials","Equity","87,915,079.50","0.12","87,915,079.50","1,054,770.00","83.35","United States","NYSE","USD","1.00","USD","-"
"SIG","SIGNET JEWELERS LTD","Consumer Discretionary","Equity","87,810,333.72","0.12","87,810,333.72","937,844.00","93.63","United States","NYSE","USD","1.00","USD","-"
"CDP","COPT DEFENSE PROPERTIES","Real Estate","Equity","87,652,338.80","0.12","87,652,338.80","2,718,745.00","32.24","United States","NYSE","USD","1.00","USD","-"
"FBP","FIRST BANCORP","Financials","Equity","86,959,402.32","0.12","86,959,402.32","3,840,963.00","22.64","United States","NYSE","USD","1.00","USD","-"
"IRTC","IRHYTHM HOLDINGS INC","Health Care","Equity","86,791,968.84","0.12","86,791,968.84","753,141.00","115.24","United States","NASDAQ","USD","1.00","USD","-"
"GSAT","GLOBALSTAR VOTING INC","Communication","Equity","86,680,480.12","0.12","86,680,480.12","1,184,807.00","73.16","United States","NASDAQ","USD","1.00","USD","-"
"MARA","MARA HOLDINGS INC","Information Technology","Equity","85,733,451.90","0.12","85,733,451.90","8,986,735.00","9.54","United States","NASDAQ","USD","1.00","USD","-"
"PLUG","PLUG POWER INC","Industrials","Equity","85,647,911.88","0.12","85,647,911.88","31,258,362.00","2.74","United States","NASDAQ","USD","1.00","USD","-"
"OII","OCEANEERING INTERNATIONAL INC","Energy","Equity","85,147,974.80","0.12","85,147,974.80","2,352,154.00","36.20","United States","NYSE","USD","1.00","USD","-"
"MMS","MAXIMUS INC","Industrials","Equity","85,133,957.04","0.12","85,133,957.04","1,292,258.00","65.88","United States","NYSE","USD","1.00","USD","-"
"BKU","BANKUNITED INC","Financials","Equity","84,933,938.18","0.12","84,933,938.18","1,820,273.00","46.66","United States","NYSE","USD","1.00","USD","-"
"CATY","CATHAY GENERAL BANCORP","Financials","Equity","84,412,661.24","0.12","84,412,661.24","1,578,692.00","53.47","United States","NASDAQ","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","83,870,618.30","0.11","83,870,618.30","76,118.00","1,101.85","United States","NYSE","USD","1.00","USD","-"
"PRM","PERIMETER SOLUTIONS INC","Materials","Equity","83,783,183.12","0.11","83,783,183.12","3,288,194.00","25.48","United States","NYSE","USD","1.00","USD","-"
"STNE","STONECO LTD CLASS A","Financials","Equity","83,777,339.54","0.11","83,777,339.54","5,958,559.00","14.06","Brazil","NASDAQ","USD","1.00","USD","-"
"SYRE","SPYRE THERAPEUTICS INC","Health Care","Equity","83,544,075.53","0.11","83,544,075.53","1,628,857.00","51.29","United States","NASDAQ","USD","1.00","USD","-"
"GNW","GENWORTH FINANCIAL INC","Financials","Equity","83,419,665.00","0.11","83,419,665.00","9,533,676.00","8.75","United States","NYSE","USD","1.00","USD","-"
"AVNT","AVIENT CORP","Materials","Equity","83,002,169.23","0.11","83,002,169.23","2,172,263.00","38.21","United States","NYSE","USD","1.00","USD","-"
"PJT","PJT PARTNERS INC CLASS A","Financials","Equity","82,825,864.56","0.11","82,825,864.56","548,661.00","150.96","United States","NYSE","USD","1.00","USD","-"
"OTTR","OTTER TAIL CORP","Utilities","Equity","82,676,979.52","0.11","82,676,979.52","915,784.00","90.28","United States","NASDAQ","USD","1.00","USD","-"
"SPHR","SPHERE ENTERTAINMENT CLASS A","Communication","Equity","82,586,366.40","0.11","82,586,366.40","643,196.00","128.40","United States","NYSE","USD","1.00","USD","-"
"PTEN","PATTERSON UTI ENERGY INC","Energy","Equity","82,547,685.00","0.11","82,547,685.00","8,213,700.00","10.05","United States","NASDAQ","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","Consumer Discretionary","Equity","82,548,975.24","0.11","82,548,975.24","1,638,852.00","50.37","United States","NYSE","USD","1.00","USD","-"
"FUL","HB FULLER","Materials","Equity","82,220,431.01","0.11","82,220,431.01","1,290,137.00","63.73","United States","NYSE","USD","1.00","USD","-"
"ENVA","ENOVA INTERNATIONAL INC","Financials","Equity","82,195,781.85","0.11","82,195,781.85","567,063.00","144.95","United States","NYSE","USD","1.00","USD","-"
"BTU","PEABODY ENERGY CORP","Energy","Equity","81,852,249.12","0.11","81,852,249.12","2,893,328.00","28.29","United States","NYSE","USD","1.00","USD","-"
"GTX","GARRETT MOTION INC","Consumer Discretionary","Equity","81,545,344.88","0.11","81,545,344.88","4,186,106.00","19.48","United States","NASDAQ","USD","1.00","USD","-"
"ACLS","AXCELIS TECHNOLOGIES INC","Information Technology","Equity","81,238,500.72","0.11","81,238,500.72","736,056.00","110.37","United States","NASDAQ","USD","1.00","USD","-"
"WSBC","WESBANCO INC","Financials","Equity","81,193,128.72","0.11","81,193,128.72","2,251,612.00","36.06","United States","NASDAQ","USD","1.00","USD","-"
"AVA","AVISTA CORP","Utilities","Equity","81,000,487.77","0.11","81,000,487.77","1,934,571.00","41.87","United States","NYSE","USD","1.00","USD","-"
"HP","HELMERICH & PAYNE INC","Energy","Equity","80,984,111.76","0.11","80,984,111.76","2,335,182.00","34.68","United States","NYSE","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","80,886,933.72","0.11","80,886,933.72","3,561,732.00","22.71","United States","NYSE","USD","1.00","USD","-"
